update,reward,rate,terminal_time_min,steps,episodes,combo_id,LAMBDA,R_PICK_ALPHA,GAMMA_PACK,RIDE_TTL_MIN,MAX_VISIBLE_RIDES,SWITCH_GRACE_STEPS,RT
14,85.894226,0.07638437,1124.5,2249.0,1,15,2,0.25,0.67,5,5,6,5.5
15,71.526215,0.07982354,889.25,1778.5,2,15,2,0.25,0.67,5,5,6,5.5
16,95.528435,0.07147657,1336.5,2673.0,1,15,2,0.25,0.67,5,5,6,5.5
17,68.89252,0.082302555,838.25,1676.5,2,15,2,0.25,0.67,5,5,6,5.5
18,92.92326,0.075824775,1225.5,2451.0,1,15,2,0.25,0.67,5,5,6,5.5
19,66.931786,0.076332,879.5,1759.0,2,15,2,0.25,0.67,5,5,6,5.5
20,62.256905,0.06487488,963.75,1927.5,2,15,2,0.25,0.67,5,5,6,5.5
1,53.934563,0.08290371,648.5,1297.0,2,16,2,0.25,0.67,5,5,6,6.0
2,60.14862,0.07494238,774.75,1549.5,2,16,2,0.25,0.67,5,5,6,6.0
3,73.2832,0.08040088,907.75,1815.5,2,16,2,0.25,0.67,5,5,6,6.0
4,75.486855,0.08515155,886.5,1773.0,1,16,2,0.25,0.67,5,5,6,6.0
5,124.87989,0.09192484,1358.5,2717.0,1,16,2,0.25,0.67,5,5,6,6.0
6,51.04976,0.07215832,679.5,1359.0,2,16,2,0.25,0.67,5,5,6,6.0
7,60.201412,0.078746125,764.5,1529.0,1,16,2,0.25,0.67,5,5,6,6.0
8,80.10481,0.083759665,956.0,1912.0,2,16,2,0.25,0.67,5,5,6,6.0
9,105.849945,0.08560448,1236.5,2473.0,1,16,2,0.25,0.67,5,5,6,6.0
10,57.486366,0.08046408,715.0,1430.0,2,16,2,0.25,0.67,5,5,6,6.0
11,51.97221,0.07073469,732.5,1465.0,2,16,2,0.25,0.67,5,5,6,6.0
12,99.98658,0.087096326,1148.0,2296.0,1,16,2,0.25,0.67,5,5,6,6.0
13,74.58317,0.08241858,907.5,1815.0,2,16,2,0.25,0.67,5,5,6,6.0
14,82.33345,0.08196461,1004.5,2009.0,1,16,2,0.25,0.67,5,5,6,6.0
15,73.51274,0.075817265,976.25,1952.5,2,16,2,0.25,0.67,5,5,6,6.0
16,75.114525,0.08236911,912.75,1825.5,2,16,2,0.25,0.67,5,5,6,6.0
17,46.76538,0.07570329,620.25,1240.5,2,16,2,0.25,0.67,5,5,6,6.0
18,72.237045,0.08577182,843.5,1687.0,2,16,2,0.25,0.67,5,5,6,6.0
19,77.20708,0.0865836,890.0,1780.0,2,16,2,0.25,0.67,5,5,6,6.0
20,88.215744,0.08674253,1013.25,2026.5,2,16,2,0.25,0.67,5,5,6,6.0
1,56.765167,0.0758971,747.0,1494.0,2,17,2,0.25,0.83,5,5,6,5.5
2,74.12678,0.07955199,930.25,1860.5,2,17,2,0.25,0.83,5,5,6,5.5
3,60.49729,0.06439307,939.5,1879.0,1,17,2,0.25,0.83,5,5,6,5.5
4,111.17506,0.075042225,1481.5,2963.0,1,17,2,0.25,0.83,5,5,6,5.5
5,62.735657,0.08260545,759.0,1518.0,2,17,2,0.25,0.83,5,5,6,5.5
6,79.92842,0.08098117,987.0,1974.0,1,17,2,0.25,0.83,5,5,6,5.5
7,72.951004,0.07738648,939.0,1878.0,2,17,2,0.25,0.83,5,5,6,5.5
8,74.59861,0.078422196,938.0,1876.0,2,17,2,0.25,0.83,5,5,6,5.5
9,94.75077,0.08164651,1160.5,2321.0,1,17,2,0.25,0.83,5,5,6,5.5
10,52.046032,0.06852488,756.5,1513.0,2,17,2,0.25,0.83,5,5,6,5.5
11,44.994812,0.06819408,659.75,1319.5,2,17,2,0.25,0.83,5,5,6,5.5
12,66.824844,0.07232422,920.25,1840.5,2,17,2,0.25,0.83,5,5,6,5.5
13,57.71188,0.077705264,742.75,1485.5,2,17,2,0.25,0.83,5,5,6,5.5
14,75.00981,0.078437194,956.25,1912.5,2,17,2,0.25,0.83,5,5,6,5.5
15,63.00915,0.07135804,883.0,1766.0,1,17,2,0.25,0.83,5,5,6,5.5
16,78.29285,0.08053911,971.0,1942.0,2,17,2,0.25,0.83,5,5,6,5.5
17,79.87881,0.082349285,970.0,1940.0,1,17,2,0.25,0.83,5,5,6,5.5
18,65.62065,0.072295696,889.25,1778.5,2,17,2,0.25,0.83,5,5,6,5.5
19,68.44865,0.071958154,961.5,1923.0,2,17,2,0.25,0.83,5,5,6,5.5
20,108.683975,0.086981975,1249.5,2499.0,1,17,2,0.25,0.83,5,5,6,5.5
1,66.00281,0.08211279,805.5,1611.0,2,18,2,0.25,0.83,5,5,6,6.0
2,76.19909,0.08124508,937.75,1875.5,2,18,2,0.25,0.83,5,5,6,6.0
3,64.04989,0.07970825,803.5,1607.0,2,18,2,0.25,0.83,5,5,6,6.0
4,67.62584,0.084237814,804.0,1608.0,2,18,2,0.25,0.83,5,5,6,6.0
5,68.27469,0.08199433,832.75,1665.5,2,18,2,0.25,0.83,5,5,6,6.0
6,70.43463,0.07434465,932.75,1865.5,2,18,2,0.25,0.83,5,5,6,6.0
7,69.56175,0.07975793,845.5,1691.0,2,18,2,0.25,0.83,5,5,6,6.0
8,89.402145,0.08526671,1048.5,2097.0,1,18,2,0.25,0.83,5,5,6,6.0
9,82.313354,0.08315973,981.5,1963.0,2,18,2,0.25,0.83,5,5,6,6.0
10,115.468666,0.07941449,1454.0,2908.0,1,18,2,0.25,0.83,5,5,6,6.0
11,76.384315,0.084216446,907.0,1814.0,1,18,2,0.25,0.83,5,5,6,6.0
12,123.318825,0.08329539,1480.5,2961.0,1,18,2,0.25,0.83,5,5,6,6.0
13,66.785706,0.08067218,822.25,1644.5,2,18,2,0.25,0.83,5,5,6,6.0
14,59.54887,0.07159224,790.75,1581.5,2,18,2,0.25,0.83,5,5,6,6.0
15,76.88965,0.08312236,899.0,1798.0,2,18,2,0.25,0.83,5,5,6,6.0
16,69.049835,0.07656616,897.25,1794.5,2,18,2,0.25,0.83,5,5,6,6.0
17,55.06073,0.07510123,717.0,1434.0,2,18,2,0.25,0.83,5,5,6,6.0
18,67.004745,0.07862127,852.25,1704.5,2,18,2,0.25,0.83,5,5,6,6.0
19,77.62889,0.082103536,945.5,1891.0,1,18,2,0.25,0.83,5,5,6,6.0
20,80.55852,0.08638983,932.5,1865.0,1,18,2,0.25,0.83,5,5,6,6.0
1,71.9064,0.07941072,905.5,1811.0,1,19,2,0.25,1,5,5,6,5.5
2,85.28251,0.083528414,1021.0,2042.0,1,19,2,0.25,1,5,5,6,5.5
3,67.11456,0.07649042,846.5,1693.0,2,19,2,0.25,1,5,5,6,5.5
4,110.14696,0.081499785,1351.5,2703.0,1,19,2,0.25,1,5,5,6,5.5
5,68.15994,0.07435627,910.75,1821.5,2,19,2,0.25,1,5,5,6,5.5
6,106.35905,0.081252135,1309.0,2618.0,1,19,2,0.25,1,5,5,6,5.5
7,79.78138,0.08002144,997.0,1994.0,1,19,2,0.25,1,5,5,6,5.5
8,80.77225,0.07946141,1014.5,2029.0,2,19,2,0.25,1,5,5,6,5.5
9,73.88293,0.07642873,963.75,1927.5,2,19,2,0.25,1,5,5,6,5.5
10,91.73534,0.077153355,1189.0,2378.0,1,19,2,0.25,1,5,5,6,5.5
11,72.35172,0.073607475,968.75,1937.5,2,19,2,0.25,1,5,5,6,5.5
12,147.55783,0.08129908,1815.0,3630.0,1,19,2,0.25,1,5,5,6,5.5
13,115.375374,0.08727335,1322.0,2644.0,1,19,2,0.25,1,5,5,6,5.5
14,133.48807,0.08785,1519.5,3039.0,1,19,2,0.25,1,5,5,6,5.5
15,59.88468,0.0736589,813.0,1626.0,1,19,2,0.25,1,5,5,6,5.5
16,90.16369,0.075513974,1194.0,2388.0,1,19,2,0.25,1,5,5,6,5.5
17,91.542465,0.0841383,1088.0,2176.0,1,19,2,0.25,1,5,5,6,5.5
18,125.02293,0.08150125,1534.0,3068.0,1,19,2,0.25,1,5,5,6,5.5
19,103.44114,0.08548854,1210.0,2420.0,1,19,2,0.25,1,5,5,6,5.5
20,113.34225,0.08007223,1415.5,2831.0,1,19,2,0.25,1,5,5,6,5.5
1,45.86583,0.06850988,660.1666666666666,1320.3333333333333,3,20,2,0.25,1,5,5,6,6.0
2,108.05856,0.08022165,1347.0,2694.0,1,20,2,0.25,1,5,5,6,6.0
3,70.805374,0.07952967,885.5,1771.0,2,20,2,0.25,1,5,5,6,6.0
4,69.97257,0.076767206,904.75,1809.5,2,20,2,0.25,1,5,5,6,6.0
5,54.638977,0.07653172,714.25,1428.5,2,20,2,0.25,1,5,5,6,6.0
6,100.14107,0.07175999,1395.5,2791.0,1,20,2,0.25,1,5,5,6,6.0
7,106.214676,0.08214592,1293.0,2586.0,1,20,2,0.25,1,5,5,6,6.0
8,71.89367,0.08345173,861.5,1723.0,1,20,2,0.25,1,5,5,6,6.0
9,76.82091,0.07934435,958.5,1917.0,2,20,2,0.25,1,5,5,6,6.0
10,66.26326,0.07889162,827.75,1655.5,2,20,2,0.25,1,5,5,6,6.0
11,94.03544,0.08347575,1126.5,2253.0,1,20,2,0.25,1,5,5,6,6.0
12,109.407455,0.08628348,1268.0,2536.0,1,20,2,0.25,1,5,5,6,6.0
13,109.5268,0.07128331,1536.5,3073.0,1,20,2,0.25,1,5,5,6,6.0
14,85.97776,0.0835581,1022.5,2045.0,2,20,2,0.25,1,5,5,6,6.0
15,92.05183,0.08578921,1073.0,2146.0,1,20,2,0.25,1,5,5,6,6.0
16,82.01592,0.07753894,1020.25,2040.5,2,20,2,0.25,1,5,5,6,6.0
17,124.66504,0.08621372,1446.0,2892.0,1,20,2,0.25,1,5,5,6,6.0
18,84.040306,0.08482389,994.5,1989.0,2,20,2,0.25,1,5,5,6,6.0
19,147.72656,0.09524601,1551.0,3102.0,1,20,2,0.25,1,5,5,6,6.0
20,139.40308,0.08372557,1665.0,3330.0,1,20,2,0.25,1,5,5,6,6.0
1,43.726837,0.072577216,595.1666666666666,1190.3333333333333,3,21,2,0.3,0.33,5,5,6,5.5
2,30.257921,0.061193466,470.875,941.75,4,21,2,0.3,0.33,5,5,6,5.5
3,38.531338,0.06286421,609.1666666666666,1218.3333333333333,3,21,2,0.3,0.33,5,5,6,5.5
4,45.80997,0.0743863,591.5,1183.0,3,21,2,0.3,0.33,5,5,6,5.5
5,57.204926,0.07197037,757.5,1515.0,2,21,2,0.3,0.33,5,5,6,5.5
6,41.43646,0.07325023,560.8333333333334,1121.6666666666667,3,21,2,0.3,0.33,5,5,6,5.5
7,59.67617,0.0695371,859.75,1719.5,2,21,2,0.3,0.33,5,5,6,5.5
8,37.850906,0.06773888,535.8333333333334,1071.6666666666667,3,21,2,0.3,0.33,5,5,6,5.5
9,47.728912,0.07474961,627.3333333333334,1254.6666666666667,3,21,2,0.3,0.33,5,5,6,5.5
10,58.58033,0.0683176,855.75,1711.5,2,21,2,0.3,0.33,5,5,6,5.5
11,67.32458,0.075840294,891.0,1782.0,2,21,2,0.3,0.33,5,5,6,5.5
12,37.53005,0.068687774,545.1666666666666,1090.3333333333333,3,21,2,0.3,0.33,5,5,6,5.5
13,50.65921,0.07007188,721.75,1443.5,2,21,2,0.3,0.33,5,5,6,5.5
14,53.549488,0.072078004,723.0,1446.0,2,21,2,0.3,0.33,5,5,6,5.5
15,50.531784,0.06928755,729.5,1459.0,2,21,2,0.3,0.33,5,5,6,5.5
16,48.947754,0.0776441,627.6666666666666,1255.3333333333333,3,21,2,0.3,0.33,5,5,6,5.5
17,31.325836,0.069423825,454.75,909.5,4,21,2,0.3,0.33,5,5,6,5.5
18,75.32468,0.07040863,1011.75,2023.5,2,21,2,0.3,0.33,5,5,6,5.5
19,40.655365,0.06442871,644.3333333333334,1288.6666666666667,3,21,2,0.3,0.33,5,5,6,5.5
20,30.721857,0.060148757,458.3333333333333,916.6666666666666,3,21,2,0.3,0.33,5,5,6,5.5
1,29.928387,0.063736334,466.625,933.25,4,22,2,0.3,0.33,5,5,6,6.0
2,37.678757,0.06704422,561.0,1122.0,3,22,2,0.3,0.33,5,5,6,6.0
3,31.439564,0.06065602,431.875,863.75,4,22,2,0.3,0.33,5,5,6,6.0
4,39.69879,0.07313094,545.0,1090.0,3,22,2,0.3,0.33,5,5,6,6.0
5,50.110867,0.07290623,678.1666666666666,1356.3333333333333,3,22,2,0.3,0.33,5,5,6,6.0
6,49.676743,0.081298776,606.5,1213.0,3,22,2,0.3,0.33,5,5,6,6.0
7,69.28224,0.08282762,835.25,1670.5,2,22,2,0.3,0.33,5,5,6,6.0
8,41.746532,0.07337414,569.6666666666666,1139.3333333333333,3,22,2,0.3,0.33,5,5,6,6.0
9,42.356266,0.07309201,576.0,1152.0,3,22,2,0.3,0.33,5,5,6,6.0
10,37.4393,0.072936505,510.75,1021.5,4,22,2,0.3,0.33,5,5,6,6.0
11,43.926357,0.07597887,575.3333333333334,1150.6666666666667,3,22,2,0.3,0.33,5,5,6,6.0
12,49.4744,0.076282665,608.5,1217.0,3,22,2,0.3,0.33,5,5,6,6.0
13,29.2404,0.068292074,416.3333333333333,832.6666666666666,3,22,2,0.3,0.33,5,5,6,6.0
14,41.182198,0.0823853,497.0,994.0,4,22,2,0.3,0.33,5,5,6,6.0
15,35.124325,0.06610188,508.1666666666667,1016.3333333333334,3,22,2,0.3,0.33,5,5,6,6.0
16,60.459644,0.074961334,839.75,1679.5,2,22,2,0.3,0.33,5,5,6,6.0
17,46.488293,0.0782455,592.0,1184.0,3,22,2,0.3,0.33,5,5,6,6.0
18,51.134502,0.08224461,606.0,1212.0,3,22,2,0.3,0.33,5,5,6,6.0
19,39.859066,0.06831432,570.6666666666666,1141.3333333333333,3,22,2,0.3,0.33,5,5,6,6.0
20,44.348907,0.074832715,587.3333333333334,1174.6666666666667,3,22,2,0.3,0.33,5,5,6,6.0
1,72.5369,0.07135283,970.25,1940.5,2,23,2,0.3,0.5,5,5,6,5.5
2,50.475872,0.072415985,670.3333333333334,1340.6666666666667,3,23,2,0.3,0.5,5,5,6,5.5
3,40.303635,0.056578677,630.8333333333334,1261.6666666666667,3,23,2,0.3,0.5,5,5,6,5.5
4,50.661026,0.07339676,682.25,1364.5,2,23,2,0.3,0.5,5,5,6,5.5
5,70.99305,0.07193658,993.5,1987.0,2,23,2,0.3,0.5,5,5,6,5.5
6,59.2543,0.0774566,765.0,1530.0,1,23,2,0.3,0.5,5,5,6,5.5
7,74.232155,0.071674526,962.75,1925.5,2,23,2,0.3,0.5,5,5,6,5.5
8,65.83215,0.07437177,879.75,1759.5,2,23,2,0.3,0.5,5,5,6,5.5
9,54.18311,0.0754439,717.75,1435.5,2,23,2,0.3,0.5,5,5,6,5.5
10,59.60816,0.0700427,849.25,1698.5,2,23,2,0.3,0.5,5,5,6,5.5
11,51.825535,0.077230856,671.5,1343.0,2,23,2,0.3,0.5,5,5,6,5.5
12,86.17947,0.07523306,1145.5,2291.0,1,23,2,0.3,0.5,5,5,6,5.5
13,68.693825,0.075143754,914.75,1829.5,2,23,2,0.3,0.5,5,5,6,5.5
14,75.159,0.084327936,891.5,1783.0,2,23,2,0.3,0.5,5,5,6,5.5
15,69.24088,0.06848752,1011.0,2022.0,1,23,2,0.3,0.5,5,5,6,5.5
16,119.245735,0.08385776,1422.0,2844.0,1,23,2,0.3,0.5,5,5,6,5.5
17,72.43623,0.08150892,857.75,1715.5,2,23,2,0.3,0.5,5,5,6,5.5
18,50.687317,0.06650962,758.25,1516.5,2,23,2,0.3,0.5,5,5,6,5.5
19,33.21946,0.066108376,502.5,1005.0,1,23,2,0.3,0.5,5,5,6,5.5
20,87.24836,0.07547436,1156.0,2312.0,1,23,2,0.3,0.5,5,5,6,5.5
1,49.059193,0.073073044,659.25,1318.5,2,24,2,0.3,0.5,5,5,6,6.0
2,42.26653,0.071268804,571.3333333333334,1142.6666666666667,3,24,2,0.3,0.5,5,5,6,6.0
3,56.13849,0.0751373,750.0,1500.0,2,24,2,0.3,0.5,5,5,6,6.0
4,73.752365,0.080429,920.0,1840.0,2,24,2,0.3,0.5,5,5,6,6.0
5,151.03427,0.09556107,1580.5,3161.0,1,24,2,0.3,0.5,5,5,6,6.0
6,70.96452,0.083532885,824.25,1648.5,2,24,2,0.3,0.5,5,5,6,6.0
7,68.69961,0.08202938,837.5,1675.0,1,24,2,0.3,0.5,5,5,6,6.0
8,73.22853,0.08964595,817.0,1634.0,2,24,2,0.3,0.5,5,5,6,6.0
9,58.24746,0.08525944,683.25,1366.5,2,24,2,0.3,0.5,5,5,6,6.0
10,72.091736,0.08321164,855.0,1710.0,2,24,2,0.3,0.5,5,5,6,6.0
11,97.749954,0.09385497,1041.5,2083.0,1,24,2,0.3,0.5,5,5,6,6.0
12,56.665558,0.08112034,696.5,1393.0,2,24,2,0.3,0.5,5,5,6,6.0
13,65.28055,0.07497412,904.25,1808.5,2,24,2,0.3,0.5,5,5,6,6.0
14,70.73717,0.08516817,829.75,1659.5,2,24,2,0.3,0.5,5,5,6,6.0
15,62.516937,0.083470255,745.5,1491.0,2,24,2,0.3,0.5,5,5,6,6.0
16,51.18843,0.07809516,629.0,1258.0,3,24,2,0.3,0.5,5,5,6,6.0
17,51.56589,0.078855254,652.0,1304.0,3,24,2,0.3,0.5,5,5,6,6.0
18,49.756104,0.06626486,654.5,1309.0,2,24,2,0.3,0.5,5,5,6,6.0
19,56.764114,0.07978091,711.5,1423.0,1,24,2,0.3,0.5,5,5,6,6.0
20,56.10237,0.07209733,763.75,1527.5,2,24,2,0.3,0.5,5,5,6,6.0
1,61.95156,0.064640045,959.75,1919.5,2,25,2,0.3,0.67,5,5,6,5.5
2,70.887146,0.07948616,891.0,1782.0,2,25,2,0.3,0.67,5,5,6,5.5
3,76.28502,0.077904865,981.5,1963.0,2,25,2,0.3,0.67,5,5,6,5.5
4,73.10916,0.075700656,966.25,1932.5,2,25,2,0.3,0.67,5,5,6,5.5
5,48.719364,0.07008668,681.6666666666666,1363.3333333333333,3,25,2,0.3,0.67,5,5,6,5.5
6,72.0717,0.07689874,937.0,1874.0,2,25,2,0.3,0.67,5,5,6,5.5
7,72.78622,0.084536836,861.0,1722.0,1,25,2,0.3,0.67,5,5,6,5.5
8,50.98343,0.071468644,716.25,1432.5,2,25,2,0.3,0.67,5,5,6,5.5
9,62.089653,0.0692288,895.75,1791.5,2,25,2,0.3,0.67,5,5,6,5.5
10,70.97658,0.07699858,901.75,1803.5,2,25,2,0.3,0.67,5,5,6,5.5
11,71.98758,0.08150278,883.75,1767.5,2,25,2,0.3,0.67,5,5,6,5.5
12,41.975967,0.06715982,622.1666666666666,1244.3333333333333,3,25,2,0.3,0.67,5,5,6,5.5
13,63.829254,0.08001277,788.75,1577.5,2,25,2,0.3,0.67,5,5,6,5.5
14,81.591736,0.076396756,1068.0,2136.0,1,25,2,0.3,0.67,5,5,6,5.5
15,72.33823,0.0718914,995.0,1990.0,2,25,2,0.3,0.67,5,5,6,5.5
16,65.43157,0.08298234,788.5,1577.0,1,25,2,0.3,0.67,5,5,6,5.5
17,85.13738,0.08275677,1024.0,2048.0,2,25,2,0.3,0.67,5,5,6,5.5
18,70.74049,0.070820436,978.75,1957.5,2,25,2,0.3,0.67,5,5,6,5.5
19,68.73266,0.074852586,921.25,1842.5,2,25,2,0.3,0.67,5,5,6,5.5
20,68.63588,0.07274926,950.25,1900.5,2,25,2,0.3,0.67,5,5,6,5.5
1,64.18071,0.0830781,772.0,1544.0,2,26,2,0.3,0.67,5,5,6,6.0
2,77.243866,0.08101087,953.5,1907.0,1,26,2,0.3,0.67,5,5,6,6.0
3,47.321655,0.07192432,651.1666666666666,1302.3333333333333,3,26,2,0.3,0.67,5,5,6,6.0
4,77.730156,0.090441756,854.5,1709.0,2,26,2,0.3,0.67,5,5,6,6.0
5,56.856663,0.070498034,806.5,1613.0,1,26,2,0.3,0.67,5,5,6,6.0
6,51.729004,0.078315765,661.25,1322.5,2,26,2,0.3,0.67,5,5,6,6.0
7,69.73182,0.08440786,816.75,1633.5,2,26,2,0.3,0.67,5,5,6,6.0
8,72.21713,0.08613479,838.25,1676.5,2,26,2,0.3,0.67,5,5,6,6.0
9,92.2551,0.08853656,1042.0,2084.0,1,26,2,0.3,0.67,5,5,6,6.0
10,62.763515,0.080454916,781.5,1563.0,2,26,2,0.3,0.67,5,5,6,6.0
11,63.03714,0.083567515,752.75,1505.5,2,26,2,0.3,0.67,5,5,6,6.0
12,77.86445,0.09012376,864.5,1729.0,2,26,2,0.3,0.67,5,5,6,6.0
13,64.65305,0.07866271,818.75,1637.5,2,26,2,0.3,0.67,5,5,6,6.0
14,55.671806,0.07930513,698.25,1396.5,2,26,2,0.3,0.67,5,5,6,6.0
15,100.67093,0.086860165,1159.0,2318.0,1,26,2,0.3,0.67,5,5,6,6.0
16,89.69273,0.08001136,1121.0,2242.0,1,26,2,0.3,0.67,5,5,6,6.0
17,63.595184,0.07434204,871.5,1743.0,2,26,2,0.3,0.67,5,5,6,6.0
18,81.26206,0.083861776,969.0,1938.0,1,26,2,0.3,0.67,5,5,6,6.0
19,71.05125,0.08195069,867.0,1734.0,1,26,2,0.3,0.67,5,5,6,6.0
20,80.30313,0.08778658,909.0,1818.0,2,26,2,0.3,0.67,5,5,6,6.0
1,66.62842,0.07358862,912.0,1824.0,2,27,2,0.3,0.83,5,5,6,5.5
2,107.279915,0.08913994,1203.5,2407.0,1,27,2,0.3,0.83,5,5,6,5.5
3,91.67237,0.07930136,1156.0,2312.0,1,27,2,0.3,0.83,5,5,6,5.5
4,84.91237,0.08102325,1048.0,2096.0,1,27,2,0.3,0.83,5,5,6,5.5
5,74.64932,0.079291224,939.25,1878.5,2,27,2,0.3,0.83,5,5,6,5.5
6,92.31482,0.078499,1176.0,2352.0,1,27,2,0.3,0.83,5,5,6,5.5
7,66.08532,0.069744706,942.75,1885.5,2,27,2,0.3,0.83,5,5,6,5.5
8,123.133095,0.080610864,1527.5,3055.0,1,27,2,0.3,0.83,5,5,6,5.5
9,93.76625,0.076606415,1224.0,2448.0,1,27,2,0.3,0.83,5,5,6,5.5
10,84.09881,0.070879735,1186.5,2373.0,1,27,2,0.3,0.83,5,5,6,5.5
11,43.361214,0.064253226,669.0,1338.0,2,27,2,0.3,0.83,5,5,6,5.5
12,53.910526,0.07132527,751.25,1502.5,2,27,2,0.3,0.83,5,5,6,5.5
13,102.92112,0.08253498,1247.0,2494.0,1,27,2,0.3,0.83,5,5,6,5.5
14,97.95152,0.08521228,1149.5,2299.0,1,27,2,0.3,0.83,5,5,6,5.5
15,71.07704,0.06932323,972.25,1944.5,2,27,2,0.3,0.83,5,5,6,5.5
16,81.23208,0.07746099,1022.0,2044.0,2,27,2,0.3,0.83,5,5,6,5.5
17,69.6149,0.08279733,842.5,1685.0,2,27,2,0.3,0.83,5,5,6,5.5
18,111.508545,0.08931401,1248.5,2497.0,1,27,2,0.3,0.83,5,5,6,5.5
19,72.18623,0.074457176,969.5,1939.0,1,27,2,0.3,0.83,5,5,6,5.5
20,91.49769,0.088148065,1038.0,2076.0,1,27,2,0.3,0.83,5,5,6,5.5
1,63.184105,0.07812786,812.0,1624.0,2,28,2,0.3,0.83,5,5,6,6.0
2,66.90379,0.07965634,839.5,1679.0,2,28,2,0.3,0.83,5,5,6,6.0
3,53.32461,0.07890868,663.0,1326.0,3,28,2,0.3,0.83,5,5,6,6.0
4,72.68226,0.08035226,900.5,1801.0,2,28,2,0.3,0.83,5,5,6,6.0
5,70.08782,0.07951644,874.25,1748.5,2,28,2,0.3,0.83,5,5,6,6.0
6,76.23143,0.0809861,937.0,1874.0,2,28,2,0.3,0.83,5,5,6,6.0
7,82.00665,0.08592224,951.5,1903.0,2,28,2,0.3,0.83,5,5,6,6.0
8,62.33808,0.08202379,760.0,1520.0,1,28,2,0.3,0.83,5,5,6,6.0
9,70.675644,0.07703067,917.5,1835.0,1,28,2,0.3,0.83,5,5,6,6.0
10,69.57277,0.08147861,853.75,1707.5,2,28,2,0.3,0.83,5,5,6,6.0
11,62.01055,0.087032355,712.5,1425.0,1,28,2,0.3,0.83,5,5,6,6.0
12,75.815445,0.08536738,887.5,1775.0,2,28,2,0.3,0.83,5,5,6,6.0
13,68.48661,0.08337582,814.0,1628.0,2,28,2,0.3,0.83,5,5,6,6.0
14,77.232925,0.08306574,923.25,1846.5,2,28,2,0.3,0.83,5,5,6,6.0
15,70.65045,0.08203689,862.75,1725.5,2,28,2,0.3,0.83,5,5,6,6.0
16,69.90895,0.08576207,793.5,1587.0,2,28,2,0.3,0.83,5,5,6,6.0
17,95.78194,0.091004215,1052.5,2105.0,1,28,2,0.3,0.83,5,5,6,6.0
18,93.41843,0.090434104,1033.0,2066.0,1,28,2,0.3,0.83,5,5,6,6.0
19,81.24112,0.08464265,955.5,1911.0,2,28,2,0.3,0.83,5,5,6,6.0
20,126.578224,0.09835138,1287.0,2574.0,1,28,2,0.3,0.83,5,5,6,6.0
1,86.9113,0.07973514,1090.0,2180.0,1,29,2,0.3,1,5,5,6,5.5
2,47.591545,0.06345533,750.0,1500.0,2,29,2,0.3,1,5,5,6,5.5
3,65.52578,0.075225726,867.5,1735.0,2,29,2,0.3,1,5,5,6,5.5
4,70.99544,0.07738641,914.75,1829.5,2,29,2,0.3,1,5,5,6,5.5
5,79.482086,0.08016348,991.5,1983.0,1,29,2,0.3,1,5,5,6,5.5
6,68.94594,0.075928226,902.5,1805.0,2,29,2,0.3,1,5,5,6,5.5
7,69.02553,0.07660991,901.0,1802.0,1,29,2,0.3,1,5,5,6,5.5
8,71.382416,0.074706875,955.5,1911.0,1,29,2,0.3,1,5,5,6,5.5
9,63.107773,0.07397161,852.75,1705.5,2,29,2,0.3,1,5,5,6,5.5
10,51.812904,0.07340455,706.0,1412.0,2,29,2,0.3,1,5,5,6,5.5
11,63.606026,0.07243648,880.5,1761.0,2,29,2,0.3,1,5,5,6,5.5
12,73.422585,0.079415485,924.5,1849.0,2,29,2,0.3,1,5,5,6,5.5
13,79.68067,0.07819497,1019.0,2038.0,1,29,2,0.3,1,5,5,6,5.5
14,110.863464,0.077798925,1425.0,2850.0,1,29,2,0.3,1,5,5,6,5.5
15,104.004166,0.08591835,1210.5,2421.0,1,29,2,0.3,1,5,5,6,5.5
16,89.50314,0.084596545,1058.0,2116.0,1,29,2,0.3,1,5,5,6,5.5
17,136.05458,0.0862743,1577.0,3154.0,1,29,2,0.3,1,5,5,6,5.5
18,89.635254,0.074447885,1204.0,2408.0,1,29,2,0.3,1,5,5,6,5.5
19,141.14342,0.07962957,1772.5,3545.0,1,29,2,0.3,1,5,5,6,5.5
20,61.065502,0.06699452,911.5,1823.0,1,29,2,0.3,1,5,5,6,5.5
1,88.278946,0.08534957,1022.25,2044.5,2,30,2,0.3,1,5,5,6,6.0
2,66.76812,0.080207236,828.25,1656.5,2,30,2,0.3,1,5,5,6,6.0
3,104.826706,0.08967212,1169.0,2338.0,1,30,2,0.3,1,5,5,6,6.0
4,74.3676,0.082376316,903.0,1806.0,2,30,2,0.3,1,5,5,6,6.0
5,83.01522,0.07940241,1045.5,2091.0,1,30,2,0.3,1,5,5,6,6.0
6,90.11579,0.08136866,1107.5,2215.0,1,30,2,0.3,1,5,5,6,6.0
7,105.30231,0.082460694,1277.0,2554.0,1,30,2,0.3,1,5,5,6,6.0
8,85.13933,0.08429637,1010.0,2020.0,1,30,2,0.3,1,5,5,6,6.0
9,154.7203,0.09337375,1657.0,3314.0,1,30,2,0.3,1,5,5,6,6.0
10,94.7697,0.08507154,1114.0,2228.0,1,30,2,0.3,1,5,5,6,6.0
11,67.663795,0.07522379,899.5,1799.0,1,30,2,0.3,1,5,5,6,6.0
12,67.97885,0.07822653,869.0,1738.0,1,30,2,0.3,1,5,5,6,6.0
